종목코드,종목명,시장구분,업종명,종가,대비,등락률,시가총액
"018880","한온시스템","KOSPI","기계·장비","3625","-140","-3.72","2460514251000"
"009420","한올바이오파마","KOSPI","제약","55200","8400","17.95","2883683217600"
"014130","한익스프레스","KOSPI","운송·창고","3285","-15","-0.45","39420000000"
"300720","한일시멘트","KOSPI","비금속","17370","-180","-1.03","1277480280330"
"002220","한일철강","KOSPI","금속","4310","-60","-1.37","115066052600"
"003300","한일홀딩스","KOSPI","비금속","16330","30","0.18","503500995720"
"051600","한전KPS","KOSPI","건설","52900","-400","-0.75","2380500000000"
"052690","한전기술","KOSPI","일반서비스","89600","-2400","-2.61","3424512000000"
"130660","한전산업","KOSPI","일반서비스","11040","-50","-0.45","359904000000"
"002320","한진","KOSPI","운송·창고","19660","-140","-0.71","299520296600"
"003480","한진중공업홀딩스","KOSPI","전기·가스","4640","0","0.00","137018327680"
"180640","한진칼","KOSPI","기타금융","101800","-600","-0.59","6796400002200"
"18064K","한진칼우","KOSPI","기타금융","33700","0","0.00","18089014200"
"005110","한창","KOSPI","유통","1254","0","0.00","26467434378"
"009460","한창제지","KOSPI","종이·목재","525","5","0.96","31325430150"
"372910","한컴라이프케어","KOSPI","의료·정밀기기","3430","790","29.92","94923212580"
"000880","한화","KOSPI","화학","78900","-500","-0.63","5914244191500"
"00088K","한화3우B","KOSPI","화학","36600","650","1.81","710202540600"
"452260","한화갤러리아","KOSPI","유통","1079","4","0.37","209174519190"
"45226K","한화갤러리아우","KOSPI","유통","2060","-30","-1.44","5983208200"
"451800","한화리츠","KOSPI","부동산","4070","-50","-1.21","730972000000"
"489790","한화비전","KOSPI","전기·전자","44150","800","1.85","2229062418500"
"088350","한화생명","KOSPI","보험","3000","-10","-0.33","2605590000000"
"000370","한화손해보험","KOSPI","보험","5210","-40","-0.76","608209747150"
"009830","한화솔루션","KOSPI","화학","27700","-250","-0.89","4761423247200"
"009835","한화솔루션우","KOSPI","화학","21150","-100","-0.47","54468631350"
"272210","한화시스템","KOSPI","전기·전자","45350","-850","-1.84","8567494291150"
"012450","한화에어로스페이스","KOSPI","운송장비·부품","813000","-39000","-4.58","41921045013000"
"082740","한화엔진","KOSPI","기계·장비","41500","-700","-1.66","3463056393000"
"042660","한화오션","KOSPI","운송장비·부품","105000","-2800","-2.60","32173406370000"
"003530","한화투자증권","KOSPI","증권","4740","-160","-3.27","1016956453500"
"003535","한화투자증권우","KOSPI","증권","8230","-160","-1.91","39504000000"
"195870","해성디에스","KOSPI","전기·전자","52700","3850","7.88","895900000000"
"101530","해태제과식품","KOSPI","음식료·담배","6890","120","1.77","200614903580"
"143210","핸즈코퍼레이션","KOSPI","운송장비·부품","1402","3","0.21","30669797294"
"000720","현대건설","KOSPI","건설","64100","-2900","-4.33","7137904536500"
"000725","현대건설우","KOSPI","건설","52600","-1600","-2.95","55476851800"
"453340","현대그린푸드","KOSPI","유통","15220","-360","-2.31","499510446120"
"086280","현대글로비스","KOSPI","운송·창고","163000","-1400","-0.85","12225000000000"
"064350","현대로템","KOSPI","운송장비·부품","170400","-5300","-3.02","18597846727200"
"079430","현대리바트","KOSPI","기타제조","6140","-30","-0.49","126086631480"
"012330","현대모비스","KOSPI","운송장비·부품","303500","-6000","-1.94","27537338940500"
"069960","현대백화점","KOSPI","유통","97200","6000","6.58","2199520623600"
"004560","현대비앤지스틸","KOSPI","금속","10800","30","0.28","162851158800"
"004310","현대약품","KOSPI","제약","3665","-35","-0.95","117280000000"
"017800","현대엘리베이터","KOSPI","기계·장비","87700","900","1.04","3428402164500"
"307950","현대오토에버","KOSPI","IT 서비스","196800","-5200","-2.57","5397039657600"
"011210","현대위아","KOSPI","운송장비·부품","59600","-2600","-4.18","1620826946800"
"004020","현대제철","KOSPI","금속","30050","-150","-0.50","4010045839250"
"005440","현대지에프홀딩스","KOSPI","기타금융","8010","-10","-0.12","1248793451010"
"005380","현대차","KOSPI","운송장비·부품","254500","-7000","-2.68","52110851447000"
"005387","현대차2우B","KOSPI","운송장비·부품","191800","-2900","-1.49","6706081774000"
"005389","현대차3우B","KOSPI","운송장비·부품","188000","-4700","-2.44","437560976000"
"005385","현대차우","KOSPI","운송장비·부품","188400","-4100","-2.13","4397436864000"
"001500","현대차증권","KOSPI","증권","8070","-50","-0.62","498992665080"
"011760","현대코퍼레이션","KOSPI","유통","21850","-300","-1.35","289052907100"
"227840","현대코퍼레이션홀딩스","KOSPI","유통","12130","-20","-0.16","110393140680"
"126560","현대퓨처넷","KOSPI","통신","3150","-5","-0.16","347139276750"
"001450","현대해상","KOSPI","보험","30000","-50","-0.17","2682000000000"
"057050","현대홈쇼핑","KOSPI","유통","55400","600","1.09","664800000000"
"093240","형지엘리트","KOSPI","섬유·의류","1367","42","3.17","52479484053"
"003010","혜인","KOSPI","유통","5250","-50","-0.94","66741921750"
"111110","호전실업","KOSPI","섬유·의류","8000","-10","-0.12","75008000000"
"008770","호텔신라","KOSPI","유통","46200","700","1.54","1813263190200"
"008775","호텔신라우","KOSPI","유통","38450","-100","-0.26","28909747550"
"378850","화승알앤에이","KOSPI","운송장비·부품","3220","-30","-0.92","61159466060"
"241590","화승엔터프라이즈","KOSPI","섬유·의류","4985","-25","-0.50","302037540860"
"006060","화승인더","KOSPI","유통","3925","65","1.68","217131000000"
"013520","화승코퍼레이션","KOSPI","운송장비·부품","2140","10","0.47","107109679280"
"010690","화신","KOSPI","운송장비·부품","8080","-70","-0.86","282156912800"
"133820","화인베스틸","KOSPI","금속","1818","0","0.00","67474164636"
"010660","화천기계","KOSPI","기계·장비","4775","-15","-0.31","105050000000"
"000850","화천기공","KOSPI","기계·장비","32050","50","0.16","70510000000"
"016580","환인제약","KOSPI","제약","11560","50","0.43","215016809200"
"032560","황금에스티","KOSPI","금속","5940","-130","-2.14","100980000000"
"004800","효성","KOSPI","기타금융","126800","-3900","-2.98","2122683607600"
"094280","효성ITX","KOSPI","일반서비스","12870","70","0.55","148754034000"
"298040","효성중공업","KOSPI","전기·전자","1806000","-95000","-5.00","16840133688000"
"298020","효성티앤씨","KOSPI","화학","220000","-1500","-0.68","952090040000"
"298000","효성화학","KOSPI","화학","38900","0","0.00","147501447900"
"093370","후성","KOSPI","화학","8290","-90","-1.07","889146685700"
"005870","휴니드","KOSPI","전기·전자","7720","0","0.00","108975635800"
"079980","휴비스","KOSPI","화학","2685","-25","-0.92","92632500000"
"005010","휴스틸","KOSPI","금속","4040","-20","-0.49","226999823000"
"000540","흥국화재","KOSPI","보험","3685","25","0.68","236734146825"
"000545","흥국화재우","KOSPI","보험","6950","10","0.14","5337600000"
"003280","흥아해운","KOSPI","운송·창고","1625","21","1.31","390690460875"
